,Date,Last Price,Open Price,High Price,Low Price,Volume
462,3/11/2022,795.35,840.197,843.802,793.77,22345722
463,3/14/2022,766.37,780.61,800.7,756.04,23717420
464,3/15/2022,801.89,775.27,805.57,756.57,22280380
465,3/16/2022,840.23,809.0,842.0,802.26,28009608
466,3/17/2022,871.6,830.99,875.0,825.7180000000001,22194324
467,3/18/2022,905.39,874.49,907.85,867.39,33471396
468,3/21/2022,921.16,914.98,942.85,907.09,27327216
469,3/22/2022,993.98,930.0,997.86,921.75,35289520
470,3/23/2022,999.11,979.94,1040.7,976.4,40225384
471,3/24/2022,1013.92,1009.73,1024.49,988.8,22973626
472,3/25/2022,1010.64,1008.0,1021.8,997.32,20677182
473,3/28/2022,1091.84,1065.1,1097.88,1053.6,34168692
474,3/29/2022,1099.57,1107.99,1114.77,1073.11,24538272
475,3/30/2022,1093.99,1091.17,1113.95,1084.0,19955002
476,3/31/2022,1077.6,1094.57,1103.14,1076.641,16330919
477,4/1/2022,1084.59,1081.15,1094.75,1066.64,18087740
478,4/4/2022,1145.45,1089.38,1149.91,1072.53,27392568
479,4/5/2022,1091.26,1136.3,1152.87,1087.3,26691672
480,4/6/2022,1045.76,1073.47,1079.0,1027.7,29782844
481,4/7/2022,1057.26,1052.39,1076.59,1021.54,26482352
482,4/8/2022,1025.49,1043.21,1048.44,1022.435,18337896
483,4/11/2022,975.93,980.4,1008.4680000000001,974.64,19785736
484,4/12/2022,986.95,997.64,1021.192,976.6,21992032
485,4/13/2022,1022.37,981.075,1026.24,973.097,18373736
486,4/14/2022,985.0,999.29,1012.71,982.19,19474136
487,4/18/2022,1004.29,989.03,1014.92,973.41,17238408
488,4/19/2022,1028.15,1005.06,1034.94,995.325,16615944
489,4/20/2022,977.2,1030.0,1034.0,975.25,23570442
490,4/21/2022,1008.78,1074.73,1092.22,996.415,35138780
491,4/22/2022,1005.05,1014.91,1034.85,994.0,23232186
492,4/25/2022,998.02,978.97,1008.62,975.3,22780444
493,4/26/2022,876.42,995.43,1000.0,875.0,45377888
494,4/27/2022,881.51,898.58,918.0,877.36,25652132
495,4/28/2022,877.51,899.98,900.0,821.7,41649508
496,4/29/2022,870.76,902.25,934.4,870.0,29377664
497,5/2/2022,902.94,860.77,906.36,848.03,25260456
498,5/3/2022,909.25,903.18,924.08,888.59,21236524
499,5/4/2022,952.62,903.94,955.5,885.28,27214568
500,5/5/2022,873.28,939.21,945.6,857.7,30839732
501,5/6/2022,865.65,887.0,888.0,843.105,24301036
502,5/9/2022,787.11,836.45,845.63,781.15,30270074
503,5/10/2022,800.04,819.31,825.36,774.25,28133876
504,5/11/2022,734.0,795.0,809.77,727.2,32408152
505,5/12/2022,728.0,701.0,759.66,680.0,46770952
506,5/13/2022,769.59,773.48,787.35,751.565,30716908
